Enterprise_ID,Region,Enterprise_Size,Revenue,Expenses,Loan_Amount,Debt_to_Equity,Avg_Temperature,Rainfall,Drought_Index,Flood_Risk_Score,Commodity_Price_Index,Input_Cost_Index,Policy_Support_Score,Quarter,Net_Profit,Financial_Risk_Level
ENT0204,North,Small,661.28,370.38,138.03,1.29,21.7,66.5,0.95,0.89,99.05,54.38,4,Q3,290.9,High
ENT0205,West,Medium,512.05,397.69,178.34,1.64,19.2,79.3,0.59,0.22,132.19,75.08,2,Q2,114.35999999999996,High
ENT0206,North,Large,401.17,309.4,253.47,1.55,26.1,24.8,0.86,0.88,108.12,55.89,5,Q1,91.77000000000004,High
ENT0207,West,Small,601.97,169.67,244.06,1.55,22.2,176.7,0.9,0.29,96.06,53.9,8,Q2,432.30000000000007,High
ENT0208,West,Small,520.63,385.47,197.32,0.92,34.7,141.6,0.47,0.85,138.52,54.35,9,Q3,135.15999999999997,Medium
ENT0209,South,Medium,559.74,372.41,244.51,1.48,27.2,225.2,0.47,0.73,106.98,51.49,6,Q2,187.32999999999998,High
ENT0210,North,Large,532.33,570.99,172.77,1.03,22.3,296.1,0.25,0.35,67.78,47.07,4,Q2,-38.65999999999997,Medium
ENT0211,East,Medium,530.75,466.74,1.39,0.23,23.6,35.9,0.6,0.91,96.56,36.88,0,Q2,64.00999999999999,Medium
ENT0212,East,Small,620.08,358.69,12.38,1.79,25.2,81.7,0.12,0.49,124.31,50.01,0,Q1,261.39000000000004,High
ENT0213,North,Small,887.57,414.17,293.94,1.79,26.5,204.7,0.63,0.32,103.36,49.17,0,Q1,473.40000000000003,High
ENT0214,East,Large,687.32,490.7,43.5,0.71,29.1,71.2,0.89,0.28,131.05,48.74,2,Q2,196.62000000000006,Medium
ENT0215,East,Small,532.95,451.68,121.35,1.84,31.7,9.0,0.76,0.94,78.53,52.34,6,Q1,81.27000000000004,High
ENT0216,North,Large,453.41,566.89,280.14,1.54,25.6,32.9,0.65,0.76,98.28,55.54,8,Q2,-113.47999999999996,High
ENT0217,West,Medium,469.89,321.06,58.51,0.86,28.3,130.1,0.84,0.35,107.12,54.12,5,Q2,148.82999999999998,Medium
ENT0218,North,Large,311.58,497.5,253.14,0.73,28.1,129.2,0.73,0.25,75.1,47.3,6,Q2,-185.92000000000002,Medium
ENT0219,West,Large,599.68,357.71,245.48,1.95,26.5,291.7,0.53,0.21,99.88,54.11,10,Q4,241.96999999999997,High
ENT0220,East,Small,347.76,419.36,295.9,1.45,25.0,139.8,0.52,0.24,108.5,42.06,2,Q4,-71.60000000000002,High
ENT0221,East,Small,444.13,344.23,84.5,0.82,26.7,203.4,0.11,0.11,74.71,33.87,10,Q4,99.89999999999998,Low
ENT0222,East,Large,600.55,385.8,94.6,1.32,22.7,147.7,0.43,0.48,70.37,44.77,7,Q3,214.74999999999994,Medium
ENT0223,South,Small,464.4,421.16,270.86,1.19,20.3,81.0,0.52,0.04,123.76,50.06,9,Q3,43.23999999999995,Medium
ENT0224,West,Small,426.16,459.33,70.22,1.1,33.2,31.6,0.47,0.01,102.32,32.75,5,Q4,-33.16999999999996,Medium
ENT0225,South,Small,320.38,406.14,164.37,1.32,27.1,257.7,0.78,0.62,53.11,50.99,2,Q1,-85.75999999999999,High
ENT0226,South,Large,680.8,151.39,212.2,1.12,27.4,45.8,0.16,0.09,86.41,51.77,1,Q3,529.41,Medium
ENT0227,North,Small,375.02,392.31,81.57,1.34,24.9,29.1,0.79,0.85,101.58,58.23,8,Q4,-17.29000000000002,High
ENT0228,South,Large,412.12,547.04,281.52,1.82,28.5,64.1,0.74,0.11,54.51,53.55,10,Q4,-134.91999999999996,High
ENT0229,North,Small,231.24,391.51,199.71,1.99,25.1,0.7,0.9,0.54,81.57,36.79,6,Q4,-160.26999999999998,High
ENT0230,North,Medium,497.02,549.85,14.14,1.45,18.4,21.6,0.37,0.68,93.6,53.02,9,Q1,-52.83000000000004,Medium
ENT0231,South,Small,450.01,387.98,40.72,1.86,23.3,190.6,0.18,0.23,93.6,50.31,9,Q2,62.02999999999997,Medium
ENT0232,West,Small,527.28,242.8,57.23,1.73,29.0,73.1,0.76,0.89,78.9,54.19,8,Q3,284.47999999999996,High
ENT0233,West,Large,323.81,356.7,73.49,0.66,23.0,101.6,0.59,0.48,97.18,60.59,3,Q2,-32.889999999999986,Medium
ENT0234,West,Large,610.13,344.16,219.2,1.87,16.8,250.6,0.71,0.32,91.89,42.97,3,Q1,265.96999999999997,High
ENT0235,West,Small,224.12,377.05,26.68,0.23,24.5,231.9,1.0,0.9,96.12,47.01,5,Q2,-152.93,Medium
ENT0236,West,Medium,486.17,281.47,105.18,0.73,17.3,147.7,0.19,0.86,106.18,49.78,1,Q3,204.7,Medium
ENT0237,South,Small,517.32,399.12,273.41,1.32,24.5,183.9,0.41,0.71,62.79,45.39,9,Q1,118.20000000000005,High
ENT0238,South,Small,508.67,367.17,167.0,1.1,31.9,25.7,0.19,0.29,114.28,30.6,0,Q3,141.5,Medium
ENT0239,East,Medium,523.66,528.79,79.65,1.13,19.6,228.5,0.86,0.39,110.54,58.55,9,Q3,-5.1299999999999955,Medium
ENT0240,West,Large,618.3,278.98,287.12,1.61,29.2,154.9,0.02,0.69,109.68,28.95,2,Q3,339.31999999999994,High
ENT0241,South,Small,698.7,424.57,73.29,0.47,34.6,171.3,0.14,0.19,96.42,52.93,10,Q4,274.13000000000005,Low
ENT0242,East,Large,476.66,441.1,271.53,1.97,32.4,199.7,0.25,0.5,96.0,37.2,4,Q3,35.56,High
ENT0243,West,Large,354.82,477.5,217.73,0.93,24.9,150.1,0.77,0.74,97.53,39.9,1,Q2,-122.68,High
ENT0244,North,Medium,584.11,363.64,222.16,1.9,21.4,156.5,0.63,0.66,101.48,56.22,8,Q1,220.47000000000003,High
ENT0245,East,Medium,457.96,422.08,229.48,0.83,26.9,149.9,0.39,0.72,115.84,62.49,0,Q4,35.879999999999995,High
ENT0246,South,Large,689.69,435.33,151.97,1.24,26.9,149.0,0.16,0.89,115.11,53.2,2,Q3,254.36000000000007,High
ENT0247,North,Small,409.71,235.16,244.37,0.96,30.6,225.1,0.32,0.97,94.36,47.35,4,Q3,174.54999999999998,High
ENT0248,North,Large,371.3,367.23,250.86,1.38,26.3,128.2,0.74,0.46,111.78,48.33,0,Q2,4.069999999999993,High
ENT0249,North,Small,521.57,396.73,108.15,0.45,28.0,0.9,0.38,0.06,109.77,62.63,3,Q3,124.84000000000003,Low
ENT0250,East,Small,238.94,408.46,120.1,0.86,21.5,183.6,0.46,0.83,113.85,61.77,9,Q1,-169.51999999999998,Medium
ENT0251,South,Medium,429.89,407.23,266.63,0.23,29.7,285.8,0.61,0.12,92.3,55.03,0,Q3,22.659999999999968,Medium
ENT0252,North,Small,450.52,443.75,157.42,1.24,19.6,77.1,0.91,0.22,125.68,61.83,10,Q4,6.769999999999982,High
ENT0253,West,Small,533.07,593.76,260.08,1.93,22.9,244.9,0.25,0.65,116.16,45.32,10,Q3,-60.68999999999994,High
ENT0254,North,Large,350.56,340.46,188.03,0.19,29.0,136.6,0.45,0.75,78.22,56.96,10,Q4,10.100000000000023,Medium
ENT0255,North,Medium,368.07,438.12,178.07,1.35,32.5,192.9,0.31,0.69,83.97,37.21,6,Q3,-70.05000000000001,High
ENT0256,East,Small,673.54,530.13,9.29,1.57,29.4,267.3,0.47,0.44,130.4,44.98,0,Q1,143.40999999999997,High
ENT0257,East,Small,497.98,220.14,83.37,0.5,25.8,231.3,0.7,0.92,62.89,46.07,2,Q3,277.84000000000003,Medium
ENT0258,South,Medium,629.7,426.81,150.62,0.62,25.9,265.4,0.48,0.83,99.48,61.55,3,Q1,202.89000000000004,Medium
ENT0259,West,Large,418.73,231.96,176.2,0.48,21.5,2.9,0.83,0.66,142.0,47.91,3,Q1,186.77,Medium
ENT0260,East,Medium,491.83,618.56,189.13,0.67,24.2,56.2,0.55,0.44,121.49,59.52,6,Q3,-126.72999999999996,Medium
ENT0261,North,Medium,532.18,452.21,214.87,0.31,16.4,127.0,0.39,0.46,120.51,44.26,4,Q4,79.96999999999997,Medium
ENT0262,South,Small,762.13,438.71,196.87,0.8,34.3,254.4,0.78,0.18,76.16,57.48,10,Q2,323.42,Medium
ENT0263,North,Small,467.36,212.66,254.57,0.8,37.1,251.5,0.43,0.78,115.91,55.39,7,Q4,254.70000000000002,Medium
ENT0264,North,Large,475.06,349.55,88.64,1.63,16.3,55.5,0.52,0.87,130.67,27.93,2,Q3,125.50999999999999,High
ENT0265,East,Small,664.72,350.02,192.47,1.62,18.8,42.7,0.99,0.83,93.8,60.01,7,Q2,314.70000000000005,High
ENT0266,South,Small,443.03,576.65,15.35,1.61,32.8,250.4,0.79,0.55,100.06,44.62,10,Q3,-133.62,High
ENT0267,West,Medium,542.69,472.92,144.06,1.18,22.1,162.4,0.86,0.84,120.25,37.68,10,Q2,69.77000000000004,High
ENT0268,West,Small,651.64,234.71,80.41,0.72,32.9,188.0,0.59,0.79,95.68,41.22,8,Q4,416.92999999999995,Medium
ENT0269,East,Large,413.62,446.95,114.27,0.88,29.8,242.8,0.35,0.83,69.7,44.42,8,Q4,-33.329999999999984,Medium
ENT0270,East,Medium,551.07,249.71,106.4,0.7,24.4,63.5,0.99,0.98,45.47,41.63,8,Q1,301.36,Medium
ENT0271,South,Large,761.83,237.07,18.13,1.21,30.7,40.9,0.24,0.81,106.31,41.17,0,Q1,524.76,Medium
ENT0272,West,Medium,638.2,445.34,139.99,1.88,25.8,257.7,0.87,0.27,89.92,47.53,8,Q3,192.86000000000007,High
ENT0273,West,Small,542.74,474.48,298.39,0.64,25.7,33.5,0.91,0.82,44.98,54.3,7,Q3,68.25999999999999,High
ENT0274,West,Medium,466.35,445.88,89.68,0.97,28.6,26.5,0.82,0.38,84.03,61.57,1,Q2,20.470000000000027,Medium
ENT0275,North,Medium,409.35,587.96,220.84,1.34,30.0,83.1,0.11,0.52,92.22,66.01,2,Q2,-178.61,High
ENT0276,West,Small,351.77,436.88,164.34,1.7,31.0,95.1,0.85,0.8,90.31,72.15,6,Q1,-85.11000000000001,High
ENT0277,North,Small,726.44,417.01,97.57,0.58,37.8,72.3,0.66,0.32,122.6,53.11,2,Q2,309.43000000000006,Medium
ENT0278,South,Large,697.32,278.4,26.88,0.63,27.8,222.5,0.68,0.03,113.16,48.51,1,Q1,418.9200000000001,Medium
ENT0279,North,Large,401.43,485.76,64.76,1.78,32.5,292.0,0.79,0.72,97.1,57.19,3,Q1,-84.32999999999998,High
ENT0280,South,Small,550.65,234.86,234.56,0.25,32.3,59.9,0.49,0.9,74.52,38.57,8,Q2,315.78999999999996,Medium
ENT0281,West,Small,516.7,602.04,83.71,1.25,29.4,234.6,0.27,0.93,114.12,47.72,1,Q3,-85.33999999999992,High
ENT0282,West,Small,677.66,487.08,43.29,1.73,23.4,13.3,0.57,0.8,129.39,53.99,0,Q2,190.57999999999998,High
ENT0283,South,Medium,557.42,678.98,99.39,1.85,31.5,35.7,0.11,0.94,134.63,40.64,9,Q3,-121.56000000000006,High
ENT0284,East,Medium,496.58,438.93,175.21,0.12,28.2,154.5,0.67,0.82,94.54,59.85,6,Q1,57.64999999999998,Medium
ENT0285,South,Medium,418.75,492.02,211.04,0.8,19.6,299.9,0.48,0.03,111.84,54.7,10,Q1,-73.26999999999998,Medium
ENT0286,East,Small,551.13,372.28,116.21,0.59,31.1,284.8,0.5,0.35,87.09,46.27,0,Q3,178.85000000000002,Medium
ENT0287,North,Large,447.77,395.67,149.44,1.18,17.9,33.6,0.19,0.34,83.5,54.05,5,Q1,52.099999999999966,Medium
ENT0288,North,Small,533.1,294.85,136.48,1.3,29.2,71.9,0.04,0.22,114.46,47.82,4,Q1,238.25,Medium
ENT0289,North,Medium,488.6,255.23,2.7,2.0,23.2,283.7,0.61,0.8,74.97,32.56,10,Q2,233.37000000000003,High
ENT0290,West,Medium,444.13,418.95,118.68,1.07,26.8,45.2,0.66,0.52,90.31,60.98,7,Q2,25.180000000000007,Medium
ENT0291,North,Small,354.09,395.08,176.2,1.15,19.0,222.8,0.5,0.84,122.96,49.32,2,Q1,-40.99000000000001,High
ENT0292,East,Small,577.13,292.4,170.98,0.89,22.4,0.3,0.77,0.6,89.98,52.87,2,Q2,284.73,High
ENT0293,North,Medium,506.39,310.13,224.93,0.38,23.4,189.5,0.56,0.59,79.34,56.5,0,Q1,196.26,Medium
ENT0294,South,Medium,768.11,403.25,201.11,0.68,25.2,148.4,0.85,0.38,139.87,31.83,3,Q1,364.86,Medium
ENT0295,South,Medium,345.15,290.69,83.04,0.57,23.0,141.3,0.29,0.79,111.29,48.66,9,Q3,54.45999999999998,Medium
ENT0296,West,Small,593.79,435.66,76.69,1.62,27.7,248.8,0.24,0.68,67.22,42.84,9,Q2,158.12999999999994,High
ENT0297,South,Medium,487.6,293.79,139.24,1.14,28.4,24.2,0.26,0.34,106.71,63.97,5,Q2,193.81,Medium
ENT0298,East,Medium,814.96,425.59,219.89,0.66,23.8,113.2,0.03,0.99,97.59,49.5,4,Q1,389.37000000000006,Medium
ENT0299,North,Large,582.35,284.93,28.15,1.03,26.2,133.8,0.9,0.46,116.22,48.53,6,Q3,297.42,Medium
ENT0300,West,Small,548.7,285.35,284.5,0.52,28.7,37.2,1.0,0.32,110.05,45.87,10,Q4,263.35,Medium
ENT0301,North,Large,487.98,163.78,162.95,0.45,14.8,25.7,0.82,0.69,99.12,65.67,9,Q2,324.20000000000005,Medium
ENT0302,North,Large,394.53,383.97,91.92,1.73,28.2,53.9,0.41,0.22,105.29,42.82,0,Q4,10.559999999999945,High
ENT0303,East,Medium,546.71,545.41,208.02,1.9,22.8,72.3,0.35,0.83,106.36,39.8,2,Q2,1.3000000000000682,High
ENT0304,South,Small,292.65,539.73,13.42,0.25,12.7,289.8,0.77,0.68,108.01,41.79,10,Q1,-247.08000000000004,Low
ENT0305,South,Medium,299.56,432.41,145.32,1.55,24.0,142.7,0.51,0.87,92.48,43.71,3,Q2,-132.85000000000002,High
ENT0306,North,Small,651.87,199.9,145.79,0.96,21.0,153.1,0.94,0.33,71.19,49.61,5,Q2,451.97,Medium
ENT0307,West,Large,235.68,484.39,48.59,0.84,23.7,212.1,0.28,0.85,95.57,56.86,3,Q1,-248.70999999999998,Medium
ENT0308,South,Small,452.06,422.57,251.22,1.41,28.3,205.3,0.32,0.5,90.87,41.78,6,Q3,29.49000000000001,High
ENT0309,West,Medium,342.63,359.35,239.04,0.61,30.3,150.8,1.0,0.06,98.79,64.77,9,Q2,-16.720000000000027,Medium
ENT0310,South,Medium,439.63,520.74,45.82,0.14,32.4,102.0,0.98,0.19,122.06,53.13,9,Q1,-81.11000000000001,Low
ENT0311,West,Medium,527.68,461.54,109.15,0.51,32.8,99.3,0.89,0.22,129.11,35.57,2,Q1,66.13999999999993,Medium
ENT0312,East,Small,647.68,596.15,30.13,0.45,20.8,17.3,0.4,0.77,114.37,30.8,7,Q3,51.52999999999997,Medium
ENT0313,West,Large,682.65,259.44,254.58,0.16,32.0,269.9,0.84,0.2,116.25,50.17,6,Q4,423.21,Medium
ENT0314,East,Large,362.16,267.26,97.0,0.71,19.9,230.8,0.28,0.56,98.16,43.28,2,Q3,94.90000000000003,Medium
ENT0315,East,Small,430.11,284.1,131.79,1.0,31.3,187.0,0.25,0.65,92.28,41.18,8,Q1,146.01,Medium
ENT0316,West,Medium,1107.88,371.5,97.16,1.5,28.9,118.8,0.55,0.77,114.72,43.9,9,Q1,736.3800000000001,High
ENT0317,East,Large,462.5,558.82,93.01,0.72,26.9,174.7,0.86,0.78,119.46,43.99,4,Q1,-96.32000000000005,Medium
ENT0318,North,Medium,367.67,337.64,224.19,0.47,21.6,145.5,0.1,0.72,119.19,52.47,1,Q2,30.03000000000003,Medium
ENT0319,East,Small,392.63,339.78,224.27,0.54,32.0,82.2,0.57,0.21,97.16,54.63,8,Q2,52.85000000000002,Medium
ENT0320,South,Medium,463.38,441.73,155.34,1.79,21.0,89.6,0.61,0.54,101.67,49.01,7,Q4,21.649999999999977,High
ENT0321,West,Large,441.09,484.32,197.29,0.49,25.9,262.3,0.58,0.29,138.76,52.25,7,Q4,-43.23000000000002,Medium
ENT0322,North,Large,464.84,176.32,153.5,1.77,26.3,190.5,0.22,0.78,51.47,40.0,0,Q2,288.52,High
ENT0323,West,Medium,496.79,503.97,8.58,0.95,17.5,0.4,0.06,0.75,119.61,46.64,3,Q2,-7.180000000000007,Medium
ENT0324,South,Small,495.74,334.48,19.8,1.88,26.7,98.1,0.89,0.23,93.19,51.84,6,Q3,161.26,High
ENT0325,South,Medium,356.68,389.76,115.12,0.88,20.5,102.0,0.57,0.64,93.2,50.25,5,Q2,-33.079999999999984,Medium
ENT0326,South,Small,555.4,541.83,224.92,0.44,33.2,211.9,0.77,0.06,94.29,57.52,8,Q4,13.569999999999936,Medium
ENT0327,East,Medium,518.16,378.36,273.97,1.14,39.5,210.1,0.36,0.77,62.97,50.74,7,Q1,139.79999999999995,High
ENT0328,East,Large,574.49,246.81,8.91,1.22,22.3,139.2,0.04,0.78,95.8,29.57,8,Q2,327.68,Medium
ENT0329,West,Small,242.83,252.61,110.41,1.31,24.0,285.3,0.26,0.35,125.59,44.19,3,Q3,-9.780000000000001,Medium
ENT0330,West,Small,523.53,397.09,67.13,0.88,26.8,261.7,0.07,0.81,94.12,65.9,7,Q1,126.44,Medium
ENT0331,North,Small,202.16,366.56,244.56,0.19,15.7,259.9,0.08,0.86,96.88,43.76,5,Q2,-164.4,Medium
ENT0332,North,Large,473.66,405.95,253.79,1.29,34.2,104.5,0.21,0.19,82.2,47.81,8,Q2,67.71000000000004,Medium
ENT0333,West,Medium,598.69,359.87,61.92,1.87,24.4,129.3,0.63,0.35,100.44,28.53,9,Q1,238.82000000000005,High
ENT0334,East,Large,656.87,524.14,213.25,1.92,24.0,125.7,0.82,0.26,48.82,39.42,0,Q1,132.73000000000002,High
ENT0335,South,Small,550.17,402.48,219.53,1.23,29.4,132.1,0.82,0.37,84.14,42.79,5,Q1,147.68999999999994,High
ENT0336,West,Medium,601.31,223.7,53.12,0.14,26.4,266.8,0.94,0.45,107.74,69.22,9,Q3,377.60999999999996,Low
ENT0337,North,Large,455.15,481.65,130.11,0.3,26.8,74.7,0.66,0.51,73.47,49.94,9,Q3,-26.5,Medium
ENT0338,East,Small,423.62,590.63,186.1,1.68,30.2,240.7,0.02,0.04,75.24,48.26,1,Q3,-167.01,High
ENT0339,West,Small,903.91,415.49,7.82,1.68,25.4,154.2,0.38,0.06,90.66,46.69,2,Q1,488.41999999999996,Medium
ENT0340,West,Large,624.07,423.26,121.38,1.9,20.4,74.7,0.11,0.66,109.95,36.89,8,Q2,200.81000000000006,High
ENT0341,East,Large,324.05,322.01,46.49,1.17,32.1,158.2,0.78,0.44,120.23,60.61,4,Q1,2.0400000000000205,Medium
ENT0342,West,Large,239.8,375.75,162.57,1.74,23.1,58.6,0.12,0.09,100.02,32.51,4,Q4,-135.95,High
ENT0343,East,Small,430.24,450.29,252.88,1.67,23.3,32.5,0.11,0.39,93.73,48.56,0,Q2,-20.05000000000001,High
ENT0344,South,Large,678.78,513.18,157.43,1.22,27.2,251.5,0.03,0.48,108.11,28.57,9,Q2,165.60000000000002,Medium
ENT0345,East,Small,507.31,444.6,10.8,1.59,19.5,209.8,0.96,0.64,95.53,44.1,1,Q1,62.70999999999998,High
ENT0346,East,Large,166.4,581.8,8.9,0.34,27.2,61.5,0.79,0.12,114.7,26.76,8,Q4,-415.4,Low
ENT0347,East,Small,473.41,409.85,181.65,1.31,30.7,282.7,0.33,0.99,129.7,41.94,6,Q3,63.56,High
ENT0348,West,Small,499.64,287.83,98.39,1.91,33.9,7.3,0.38,0.47,96.85,58.98,3,Q1,211.81,High
ENT0349,West,Medium,137.65,290.69,171.8,0.41,29.7,100.0,0.06,0.68,77.21,35.28,6,Q2,-153.04,Medium
ENT0350,East,Large,503.62,523.44,49.09,1.51,31.4,6.5,0.16,0.91,98.84,43.95,9,Q1,-19.82000000000005,High
ENT0351,West,Large,347.99,500.71,233.06,0.71,22.8,42.7,0.31,0.03,140.29,58.76,1,Q4,-152.71999999999997,Medium
ENT0352,North,Small,224.67,235.54,258.22,1.65,30.1,54.0,0.39,0.6,106.34,71.66,4,Q1,-10.870000000000005,High
ENT0353,North,Small,740.68,379.05,266.77,1.42,25.0,243.1,0.62,0.54,80.36,52.32,8,Q4,361.62999999999994,High
ENT0354,West,Small,341.36,382.68,91.22,1.86,31.8,297.9,0.35,0.06,100.72,45.25,10,Q2,-41.31999999999999,High
ENT0355,West,Medium,399.91,324.85,198.22,1.45,26.5,260.2,0.95,0.69,98.54,46.83,1,Q4,75.06,High
ENT0356,East,Medium,397.91,258.96,83.71,0.88,31.4,190.5,0.34,0.22,83.38,42.97,2,Q1,138.95000000000005,Medium
ENT0357,South,Small,500.34,322.64,228.83,0.12,26.8,216.9,0.94,0.7,125.23,47.7,4,Q3,177.7,Medium
ENT0358,West,Large,764.95,304.67,36.16,1.61,22.2,156.8,0.73,0.36,112.36,79.6,4,Q3,460.28000000000003,High
ENT0359,North,Large,320.57,261.35,228.83,0.88,26.2,126.8,0.9,0.77,123.19,59.5,7,Q3,59.21999999999997,High
ENT0360,East,Medium,453.98,482.91,131.92,1.37,24.3,207.7,0.7,0.94,38.16,55.93,6,Q4,-28.930000000000007,High
ENT0361,West,Medium,518.13,428.29,256.66,0.3,32.5,291.9,0.57,0.86,105.6,53.59,2,Q4,89.83999999999997,Medium
ENT0362,North,Small,369.68,353.59,221.68,1.79,19.2,8.7,0.51,0.48,101.56,51.1,4,Q4,16.090000000000032,High
ENT0363,North,Large,451.57,192.94,112.96,0.93,17.6,94.2,0.29,0.23,80.34,51.27,7,Q2,258.63,Medium
ENT0364,South,Small,589.17,370.09,271.06,1.85,27.5,99.0,0.3,0.99,108.76,66.32,4,Q4,219.07999999999998,High
ENT0365,East,Medium,386.64,452.11,85.0,1.44,24.4,124.3,0.22,0.66,80.7,51.43,1,Q1,-65.47000000000003,High
ENT0366,East,Large,449.2,326.4,290.1,0.33,20.3,188.1,0.39,0.4,67.87,47.8,9,Q1,122.80000000000001,Medium
ENT0367,South,Large,435.3,285.0,230.16,1.2,25.8,154.1,0.13,0.48,114.53,39.56,1,Q3,150.3,High
ENT0368,South,Medium,484.43,387.7,297.2,1.83,27.3,5.6,0.39,0.13,96.9,51.38,0,Q2,96.73000000000002,High
ENT0369,East,Small,536.47,433.51,16.17,1.62,32.1,123.5,0.83,0.51,67.24,43.97,5,Q3,102.96000000000004,High
ENT0370,East,Small,587.98,200.01,82.21,0.89,16.7,185.8,0.87,0.17,128.73,48.28,0,Q4,387.97,Medium
ENT0371,West,Large,790.63,535.4,222.38,1.91,26.9,151.4,0.64,0.37,101.2,40.41,7,Q4,255.23000000000002,High
ENT0372,West,Medium,101.23,275.09,276.67,0.61,34.2,261.6,0.26,0.49,83.92,50.64,0,Q4,-173.85999999999996,Medium
ENT0373,South,Large,474.89,357.72,8.63,0.81,34.0,119.6,0.24,0.95,67.36,43.42,7,Q4,117.16999999999996,Medium
ENT0374,West,Medium,295.33,518.13,0.0,1.52,26.5,3.8,0.28,0.62,77.92,37.3,5,Q3,-222.8,Medium
ENT0375,North,Small,442.19,412.54,76.87,0.54,23.0,85.5,0.5,0.37,67.32,62.62,8,Q4,29.649999999999977,Medium
ENT0376,West,Medium,632.13,509.61,255.83,1.08,24.7,40.7,0.98,0.11,134.26,35.48,2,Q3,122.51999999999998,High
ENT0377,West,Small,679.67,555.37,230.15,1.48,21.1,75.1,0.11,0.75,140.0,42.17,6,Q3,124.29999999999995,High
ENT0378,North,Medium,686.71,254.03,102.08,1.32,23.8,108.6,0.5,0.47,124.53,53.78,1,Q2,432.68000000000006,High
ENT0379,South,Large,685.29,490.2,0.6,0.4,26.4,203.0,0.68,0.07,66.8,60.0,4,Q2,195.08999999999997,Low
ENT0380,North,Small,473.91,532.55,166.41,1.3,28.4,97.3,0.25,0.66,110.82,49.71,0,Q3,-58.63999999999993,High
ENT0381,West,Large,709.78,362.42,71.39,1.19,30.3,265.2,0.97,0.35,146.67,48.77,4,Q2,347.35999999999996,High
ENT0382,South,Large,739.53,370.38,223.68,1.16,25.4,89.9,0.35,0.4,83.95,36.88,7,Q4,369.15,Medium
ENT0383,West,Small,520.82,208.7,133.9,1.67,25.1,41.1,0.93,0.84,98.19,43.1,9,Q4,312.12000000000006,High
ENT0384,North,Small,676.59,478.11,203.58,0.45,30.4,50.7,0.6,0.14,135.91,33.07,2,Q3,198.48000000000002,Medium
ENT0385,North,Large,506.19,146.51,255.69,1.53,24.3,280.4,0.0,0.34,106.97,48.27,5,Q3,359.68,High
ENT0386,West,Large,711.53,496.88,160.73,1.55,29.5,136.4,0.31,0.36,113.36,54.8,3,Q4,214.64999999999998,High
ENT0387,East,Large,475.75,258.23,100.79,1.47,17.7,120.9,0.02,0.0,86.31,53.88,7,Q3,217.51999999999998,Medium
ENT0388,East,Large,408.57,539.07,230.86,1.06,28.3,20.7,0.38,0.85,70.74,32.3,1,Q3,-130.50000000000006,High
ENT0389,North,Small,332.0,439.63,79.56,0.85,36.6,220.0,0.93,0.84,109.63,56.19,4,Q1,-107.63,High
ENT0390,North,Small,473.96,500.9,267.46,0.85,21.4,208.4,0.78,0.66,90.1,62.89,5,Q4,-26.939999999999998,High
ENT0391,East,Large,512.66,318.72,21.43,1.49,33.2,112.7,0.62,0.9,86.89,46.23,10,Q1,193.93999999999994,High
ENT0392,East,Medium,358.12,266.65,250.64,1.05,29.5,207.5,0.54,0.27,84.08,65.76,7,Q3,91.47000000000003,Medium
ENT0393,West,Medium,462.48,223.64,27.47,0.74,30.4,110.2,0.37,0.22,116.54,45.48,1,Q3,238.84000000000003,Medium
ENT0394,West,Small,421.02,509.12,16.84,1.29,29.3,21.9,0.21,0.07,109.57,34.52,8,Q3,-88.10000000000002,Medium
ENT0395,East,Large,338.45,466.29,108.98,1.69,22.8,221.4,0.06,0.59,138.29,48.5,6,Q1,-127.84000000000003,High
ENT0396,West,Large,655.38,469.84,286.96,0.22,19.5,289.6,0.19,0.5,123.14,46.99,9,Q1,185.54000000000002,Medium
ENT0397,West,Small,681.79,429.14,295.05,1.95,28.4,194.5,0.35,0.81,103.07,60.57,3,Q4,252.64999999999998,High
ENT0398,South,Medium,654.71,454.39,60.62,0.28,25.4,82.9,0.52,0.48,102.09,40.03,9,Q3,200.32000000000005,Low
ENT0399,West,Medium,487.38,370.83,44.59,1.07,19.0,81.0,0.2,0.2,121.2,53.96,1,Q1,116.55000000000001,Medium
ENT0400,North,Medium,496.64,437.03,105.89,1.16,23.7,278.7,0.97,0.81,103.0,32.79,7,Q4,59.610000000000014,High
ENT0401,West,Small,340.52,314.32,101.13,0.36,20.7,91.0,0.08,0.46,124.87,44.53,1,Q1,26.19999999999999,Low
ENT0402,West,Medium,562.19,365.73,227.88,1.84,35.6,230.5,0.09,0.96,103.61,46.2,1,Q4,196.46000000000004,High
ENT0403,East,Small,525.44,704.33,133.2,1.0,30.2,192.9,0.68,0.53,113.39,44.95,8,Q4,-178.89,Medium
ENT0404,North,Small,926.59,403.89,233.97,0.37,21.1,177.8,0.76,0.12,130.13,34.35,3,Q1,522.7,Medium
ENT0405,West,Large,663.07,202.84,224.61,1.45,28.5,54.3,0.97,0.85,68.85,44.55,6,Q2,460.23,High
ENT0406,West,Medium,547.29,359.14,173.49,1.36,20.2,10.3,0.53,0.88,128.19,50.3,9,Q4,188.14999999999998,High
ENT0407,South,Small,493.76,294.25,250.05,1.93,16.9,146.6,0.17,0.45,129.48,60.63,3,Q3,199.51,High
