Enterprise_ID,Region,Enterprise_Size,Revenue,Expenses,Loan_Amount,Debt_to_Equity,Avg_Temperature,Rainfall,Drought_Index,Flood_Risk_Score,Commodity_Price_Index,Input_Cost_Index,Policy_Support_Score,Quarter,Net_Profit,Financial_Risk_Level,landholding_size,irrigation_type,yield
ENT0155,North,Large,391.5,504.7,190.36,0.53,31.1,71.9,0.95,0.24,87.79,67.95,4,Q4,-113.2,Medium,18.58870883394254,Canal,3.9436992284925365
ENT0156,South,Medium,599.42,420.3,228.88,0.76,25.2,14.8,0.32,0.09,110.22,33.65,4,Q1,179.11999999999995,Medium,11.032130620995044,Drip,5.0526646322793844
ENT0157,East,Medium,647.4,327.35,45.93,1.34,28.3,277.9,0.77,0.77,107.73,54.34,3,Q2,320.04999999999995,High,5.79715073187285,Rainfed,2.753511929214209
ENT0158,South,Large,418.48,283.49,292.04,1.8,18.7,16.8,0.46,0.41,88.36,46.44,2,Q3,134.99,High,41.399881656232566,Canal,3.271853195414397
ENT0159,North,Small,669.77,461.05,109.3,0.83,27.0,215.2,0.78,0.84,96.3,40.86,3,Q3,208.72,Medium,1.9505501759695987,Rainfed,5.229108910358396
ENT0160,West,Large,517.23,291.62,188.47,1.41,24.9,99.9,0.48,0.84,135.2,63.44,4,Q4,225.61,High,23.72815257985622,Rainfed,3.1872467549621346
ENT0161,East,Large,573.78,518.37,140.58,0.36,28.5,280.1,0.93,0.99,79.42,41.23,4,Q1,55.40999999999997,Medium,46.173333656216755,Rainfed,5.338290620940205
ENT0162,North,Medium,303.55,455.32,140.45,1.13,24.6,295.8,0.8,0.8,83.2,44.08,1,Q1,-151.76999999999998,High,10.817215274734767,Rainfed,4.323893067810676
ENT0163,West,Large,534.83,408.67,210.82,1.85,24.1,100.6,0.26,0.21,58.0,52.97,3,Q1,126.16000000000004,High,17.55389165239907,Sprinkler,4.23801684142125
ENT0164,West,Large,398.66,268.77,298.4,0.15,21.9,177.3,0.43,0.59,97.06,61.96,3,Q3,129.89000000000004,Medium,43.73941365698129,Sprinkler,7.6859477443792725
ENT0165,South,Medium,571.2,467.53,197.72,0.61,31.0,231.9,0.1,0.53,58.06,46.79,1,Q4,103.67000000000009,Medium,13.798377479414679,Drip,3.5393216922212125
ENT0166,North,Medium,720.07,561.68,238.22,0.35,22.9,37.0,0.9,0.51,90.24,58.1,2,Q3,158.3900000000001,Medium,11.486829533573644,Sprinkler,3.4963007465459746
ENT0167,West,Medium,543.43,357.49,8.28,1.11,35.3,212.8,0.07,0.3,63.83,66.85,2,Q4,185.94,Medium,13.992489182892026,Canal,7.26403055545451
ENT0168,East,Medium,364.87,325.81,243.13,1.39,19.4,271.9,0.02,0.21,114.52,67.73,3,Q4,39.06,Medium,11.235053112473372,Sprinkler,5.531983523262296
ENT0169,East,Large,593.97,390.8,89.99,0.21,31.9,53.6,0.5,0.72,96.63,62.39,1,Q1,203.17,Medium,49.772554613849785,Canal,6.8320251178422104
ENT0170,South,Large,560.27,446.69,38.01,0.23,15.1,251.6,0.6,0.1,33.36,62.39,4,Q3,113.57999999999998,Low,23.131744107340637,Canal,4.077109518036407
ENT0171,West,Small,808.79,346.88,34.0,1.75,25.2,34.7,0.22,0.05,80.64,59.83,1,Q3,461.91,High,3.7102574473691297,Rainfed,5.843762305715002
ENT0172,North,Small,538.1,489.92,203.96,0.97,23.1,170.5,0.57,0.38,90.46,36.72,3,Q4,48.18000000000001,Medium,1.0663513157114246,Drip,7.61923312096348
ENT0173,East,Large,412.18,591.07,299.29,0.98,28.2,101.8,0.9,0.74,110.54,54.09,2,Q3,-178.89000000000004,High,16.3808183522942,Rainfed,5.243949583360393
ENT0174,West,Small,615.6,433.02,199.86,1.89,30.1,141.5,0.63,0.87,117.38,54.35,2,Q4,182.58000000000004,High,1.9059831007917518,Rainfed,2.042878956680066
ENT0175,West,Large,480.85,367.5,78.7,0.71,35.7,90.2,0.46,0.54,107.89,55.77,1,Q3,113.35000000000002,Medium,19.173000223625053,Sprinkler,7.476474070781694
ENT0176,South,Small,512.04,444.0,60.99,1.8,23.3,78.2,0.14,0.84,106.05,41.29,2,Q3,68.03999999999996,High,1.6974657160199658,Sprinkler,6.049608751693228
ENT0177,East,Medium,360.73,517.73,157.79,1.95,22.3,222.9,0.17,0.03,108.28,55.8,2,Q4,-157.0,High,12.564510879889118,Canal,5.02397744170783
ENT0178,East,Small,481.63,415.96,19.51,0.56,30.4,66.9,0.48,0.46,112.97,60.24,4,Q3,65.67000000000002,Low,2.5469413852021496,Sprinkler,3.1836409445295777
ENT0179,North,Medium,504.62,448.51,119.8,1.08,25.3,122.5,0.46,0.13,100.23,52.83,2,Q1,56.110000000000014,Medium,7.257895521506291,Sprinkler,6.9948126262848564
ENT0180,East,Medium,480.75,470.48,199.87,1.12,22.8,82.4,0.52,0.58,95.67,39.37,4,Q1,10.269999999999982,Medium,11.166219781652751,Borewell,3.689755052341785
ENT0181,North,Medium,411.37,312.46,290.3,1.75,23.8,71.6,0.51,0.92,103.69,44.09,2,Q2,98.91000000000004,High,5.403338521384519,Canal,3.149576804589529
ENT0182,East,Medium,543.23,445.91,127.7,0.68,22.4,188.1,0.34,0.01,123.3,54.04,4,Q4,97.32,Low,8.261702541282535,Canal,5.8856741743462875
ENT0183,South,Small,361.48,265.81,60.07,1.62,17.7,13.6,0.7,0.67,52.97,51.48,2,Q1,95.67000000000002,High,4.698774473114251,Borewell,2.3425322659905516
ENT0184,East,Large,326.15,334.16,245.21,1.94,33.8,236.7,0.21,0.79,54.12,35.7,2,Q2,-8.010000000000048,High,42.29365364681003,Canal,4.8990238533916575
ENT0185,North,Medium,606.43,514.57,223.26,1.7,28.4,163.9,0.85,0.74,111.2,53.34,3,Q4,91.8599999999999,High,14.846544775908395,Drip,4.2737355150814125
ENT0186,North,Small,592.66,487.1,257.91,1.83,17.9,248.5,0.19,0.02,82.04,39.02,1,Q3,105.55999999999996,High,3.639936184136716,Drip,2.93152478569868
ENT0187,South,Medium,303.86,372.98,64.42,1.45,33.5,63.9,0.42,0.17,101.4,39.85,2,Q4,-69.12,Medium,6.303531300432655,Borewell,6.280072897957531
ENT0188,East,Small,225.57,570.58,121.45,1.82,26.9,212.8,0.21,0.09,99.37,38.79,1,Q3,-345.01000000000005,High,3.2208032463978493,Sprinkler,6.597325423045368
ENT0189,East,Small,348.69,268.98,294.47,0.41,24.9,126.2,0.62,0.09,143.25,35.2,3,Q4,79.70999999999998,Medium,3.118602313424026,Drip,3.8055495259291656
ENT0190,South,Small,480.76,379.49,47.41,1.45,28.6,23.0,0.48,0.73,113.51,28.63,1,Q3,101.26999999999998,High,1.9674091636018067,Borewell,4.379079475465213
ENT0191,East,Large,673.15,427.51,201.44,1.49,23.8,225.7,0.37,0.42,120.09,36.41,3,Q4,245.64,High,24.807574244669986,Drip,3.2267383336725963
ENT0192,East,Small,477.09,119.18,71.16,0.93,19.4,228.7,0.48,0.72,93.79,51.49,3,Q4,357.91,Medium,4.5888630318133075,Rainfed,5.29805835886802
ENT0193,North,Small,384.6,384.23,150.05,0.25,23.3,81.3,0.42,0.36,83.89,52.17,1,Q1,0.3700000000000045,Medium,4.601672228653322,Borewell,4.435000895394849
ENT0194,East,Large,522.29,287.55,240.15,1.28,25.6,274.8,0.86,0.12,83.07,46.71,4,Q3,234.73999999999995,High,29.596933268144696,Canal,3.9792884995878395
ENT0195,East,Large,482.9,289.83,146.58,0.2,21.5,229.2,0.12,0.72,124.52,46.74,4,Q4,193.07,Low,23.019081486898965,Drip,3.144559116332786
ENT0196,South,Small,292.85,372.78,241.64,0.83,28.5,92.0,0.79,0.63,110.49,50.52,3,Q1,-79.92999999999995,High,2.3968382984506436,Canal,6.873454293821538
ENT0197,South,Large,293.74,217.43,127.9,0.85,32.4,71.7,0.66,0.11,101.52,43.5,4,Q1,76.31,Medium,46.54899794302316,Borewell,6.123999610363741
ENT0198,West,Medium,297.77,319.2,299.81,2.0,24.2,132.0,0.35,0.92,134.23,42.67,2,Q1,-21.430000000000007,High,10.383631021010228,Drip,4.608362841238114
ENT0199,North,Medium,871.98,219.77,130.75,0.67,14.6,87.8,0.92,0.31,97.22,52.65,4,Q3,639.8186356328154,Medium,14.132296862792705,Canal,4.918576747501634
ENT0200,East,Large,629.0,412.38,44.81,1.66,25.2,65.1,0.18,0.65,84.59,61.22,1,Q1,216.62,High,36.56387801455024,Sprinkler,4.276817539477373
ENT0201,East,Large,410.94,410.43,120.56,0.2,21.7,119.7,0.31,0.03,93.15,41.43,1,Q2,0.5099999999999909,Low,31.601394969260184,Sprinkler,4.90052999357902
ENT0202,West,Small,666.24,365.15,222.78,1.11,24.9,7.7,0.37,0.44,121.5,50.86,2,Q2,301.09000000000003,High,1.3365598599801953,Rainfed,3.782687293280204
ENT0203,East,Large,414.79,499.64,254.38,1.12,24.9,120.4,0.65,0.96,72.58,40.39,1,Q4,-84.84999999999997,High,47.0416908426416,Borewell,4.35615134560954
ENT0204,North,Small,661.28,370.38,138.03,1.29,21.7,66.5,0.95,0.89,99.05,54.38,2,Q3,290.9,High,4.5942167541083165,Canal,3.568848197701441
ENT0205,West,Medium,512.05,397.69,178.34,1.64,19.2,79.3,0.59,0.22,132.19,75.08,1,Q2,114.35999999999996,High,14.413343927869017,Rainfed,2.7867088184619546
ENT0206,North,Large,401.17,309.4,253.47,1.55,26.1,24.8,0.86,0.88,108.12,55.89,2,Q1,91.77000000000004,High,27.059666779575636,Borewell,4.989775605606638
ENT0207,West,Small,601.97,169.67,244.06,1.55,22.2,176.7,0.9,0.29,96.06,53.9,3,Q2,432.30000000000007,High,1.4058861714641284,Sprinkler,5.269972799685057
ENT0208,West,Small,520.63,385.47,197.32,0.92,34.7,141.6,0.47,0.85,138.52,54.35,4,Q3,135.15999999999997,Medium,3.6540070764322232,Canal,3.7641408886294614
ENT0209,South,Medium,559.74,372.41,244.51,1.48,27.2,225.2,0.47,0.73,106.98,51.49,3,Q2,187.33,High,7.755667763091784,Drip,2.4319189857781383
ENT0210,North,Large,532.33,570.99,172.77,1.03,22.3,296.1,0.25,0.35,67.78,47.07,2,Q2,-38.65999999999997,Medium,19.897164202944793,Sprinkler,4.234058725770181
ENT0211,East,Medium,530.75,466.74,1.39,0.23,23.6,35.9,0.6,0.91,96.56,36.88,1,Q2,64.00999999999999,Medium,12.008084180017402,Drip,7.898603217269054
ENT0212,East,Small,620.08,358.69,12.38,1.79,25.2,81.7,0.12,0.49,124.31,50.01,1,Q1,261.39000000000004,High,3.767580790770773,Drip,5.273833296278532
ENT0213,North,Small,887.57,414.17,293.94,1.79,26.5,204.7,0.63,0.32,103.36,49.17,1,Q1,473.4,High,3.607845038010402,Canal,4.83662062040811
ENT0214,East,Large,687.32,490.7,43.5,0.71,29.1,71.2,0.89,0.28,131.05,48.74,1,Q2,196.6200000000001,Medium,17.269197657516692,Canal,7.64624457621568
ENT0215,East,Small,532.95,451.68,121.35,1.84,31.7,9.0,0.76,0.94,78.53,52.34,3,Q1,81.27000000000004,High,3.8487168853901434,Drip,4.15959659684364
ENT0216,North,Large,453.41,566.89,280.14,1.54,25.6,32.9,0.65,0.76,98.28,55.54,3,Q2,-113.47999999999996,High,29.9604672299796,Rainfed,7.069423311518596
ENT0217,West,Medium,469.89,321.06,58.51,0.86,28.3,130.1,0.84,0.35,107.12,54.12,2,Q2,148.82999999999998,Medium,5.637945562535979,Drip,4.48151022559642
ENT0218,North,Large,311.58,497.5,253.14,0.73,28.1,129.2,0.73,0.25,75.1,47.3,3,Q2,-185.92,Medium,40.46576701566602,Drip,4.201528747579696
ENT0219,West,Large,599.68,357.71,245.48,1.95,26.5,291.7,0.53,0.21,99.88,54.11,4,Q4,241.97,High,38.77608328597437,Canal,4.736606504183777
ENT0220,East,Small,347.76,419.36,295.9,1.45,25.0,139.8,0.52,0.24,108.5,42.06,1,Q4,-71.60000000000002,High,4.396893641976712,Borewell,3.3624778172355474
ENT0221,East,Small,444.13,344.23,84.5,0.82,26.7,203.4,0.11,0.11,74.71,33.87,4,Q4,99.89999999999998,Low,3.6304515692013735,Sprinkler,6.131827709881289
ENT0222,East,Large,600.55,385.8,94.6,1.32,22.7,147.7,0.43,0.48,70.37,44.77,3,Q3,214.75,Medium,28.158596837423232,Canal,4.524977591513429
ENT0223,South,Small,464.4,421.16,270.86,1.19,20.3,81.0,0.52,0.04,123.76,50.06,4,Q3,43.23999999999995,Medium,1.37469907131237,Rainfed,6.0895912841899555
ENT0224,West,Small,426.16,459.33,70.22,1.1,33.2,31.6,0.47,0.01,102.32,32.75,2,Q4,-33.16999999999996,Medium,2.470863212237734,Sprinkler,4.378731302925182
ENT0225,South,Small,320.38,406.14,164.37,1.32,27.1,257.7,0.78,0.62,53.11,50.99,1,Q1,-85.75999999999999,High,2.060809470726902,Canal,2.053503900715824
ENT0226,South,Large,680.8,151.39,212.2,1.12,27.4,45.8,0.16,0.09,86.41,51.77,1,Q3,529.41,Medium,45.614569451434924,Canal,7.560679509615917
ENT0227,North,Small,375.02,392.31,81.57,1.34,24.9,29.1,0.79,0.85,101.58,58.23,3,Q4,-17.29000000000002,High,4.892042219009783,Borewell,6.832465665827175
ENT0228,South,Large,412.12,547.04,281.52,1.82,28.5,64.1,0.74,0.11,54.51,53.55,4,Q4,-134.91999999999996,High,19.768177804100397,Rainfed,5.9762255203305354
ENT0229,North,Small,231.24,391.51,199.71,1.99,25.1,0.7,0.9,0.54,81.57,36.79,3,Q4,-160.26999999999998,High,4.568186220708453,Rainfed,4.612142181792452
ENT0230,North,Medium,497.02,549.85,14.14,1.45,18.4,21.6,0.37,0.68,93.6,53.02,4,Q1,-52.83000000000004,Medium,14.476861770642795,Canal,6.413605888676514
ENT0231,South,Small,450.01,387.98,40.72,1.86,23.3,190.6,0.18,0.23,93.6,50.31,4,Q2,62.02999999999997,Medium,4.179245214166594,Borewell,5.795015350374154
ENT0232,West,Small,527.28,242.8,57.23,1.73,29.0,73.1,0.76,0.89,78.9,54.19,3,Q3,284.48,High,3.0105483724207684,Canal,2.483146958944861
ENT0233,West,Large,323.81,356.7,73.49,0.66,23.0,101.6,0.59,0.48,97.18,60.59,2,Q2,-32.889999999999986,Medium,22.94152685353329,Drip,3.94617655474635
ENT0234,West,Large,610.13,344.16,219.2,1.87,16.8,250.6,0.71,0.32,91.89,42.97,2,Q1,265.97,High,47.52482280900332,Drip,3.026857232248691
ENT0235,West,Small,224.12,377.05,26.68,0.23,24.5,231.9,1.0,0.9,96.12,47.01,2,Q2,-152.93,Medium,1.780971951192178,Borewell,7.450781812866972
ENT0236,West,Medium,486.17,281.47,105.18,0.73,17.3,147.7,0.19,0.86,106.18,49.78,1,Q3,204.7,Medium,9.445735010694285,Canal,3.8648476230153754
ENT0237,South,Small,517.32,399.12,273.41,1.32,24.5,183.9,0.41,0.71,62.79,45.39,4,Q1,118.20000000000005,High,2.123089449763423,Borewell,6.438917933073833
ENT0238,South,Small,508.67,367.17,167.0,1.1,31.9,25.7,0.19,0.29,114.28,30.6,1,Q3,141.5,Medium,1.0972638657258154,Canal,5.613928665257086
ENT0239,East,Medium,523.66,528.79,79.65,1.13,19.6,228.5,0.86,0.39,110.54,58.55,4,Q3,-5.129999999999996,Medium,5.58457987236877,Canal,6.577848177365361
ENT0240,West,Large,618.3,278.98,287.12,1.61,29.2,154.9,0.02,0.69,109.68,28.95,1,Q3,339.31999999999994,High,21.023494842745176,Drip,2.568402957073652
ENT0241,South,Small,698.7,424.57,73.29,0.47,34.6,171.3,0.14,0.19,96.42,52.93,4,Q4,274.13000000000005,Low,4.761834337411657,Sprinkler,4.345167743879554
ENT0242,East,Large,476.66,441.1,271.53,1.97,32.4,199.7,0.25,0.5,96.0,37.2,2,Q3,35.56,High,26.251186728173156,Rainfed,7.17661485162042
ENT0243,West,Large,354.82,477.5,217.73,0.93,24.9,150.1,0.77,0.74,97.53,39.9,1,Q2,-122.68,High,20.587047663846743,Rainfed,3.1466481390527092
ENT0244,North,Medium,584.11,363.64,222.16,1.9,21.4,156.5,0.63,0.66,101.48,56.22,3,Q1,220.47000000000003,High,8.999830182935685,Borewell,2.755031767416553
ENT0245,East,Medium,457.96,422.08,229.48,0.83,26.9,149.9,0.39,0.72,115.84,62.49,1,Q4,35.879999999999995,High,5.573918436882735,Rainfed,3.462439732573392
ENT0246,South,Large,689.69,435.33,151.97,1.24,26.9,149.0,0.16,0.89,115.11,53.2,1,Q3,254.36000000000007,High,20.851854909154394,Drip,2.272206801763814
ENT0247,North,Small,409.71,235.16,244.37,0.96,30.6,225.1,0.32,0.97,94.36,47.35,2,Q3,174.54999999999998,High,2.7127365932692573,Sprinkler,2.345130044179956
ENT0248,North,Large,371.3,367.23,250.86,1.38,26.3,128.2,0.74,0.46,111.78,48.33,1,Q2,4.069999999999993,High,37.027422992012845,Canal,5.385310314732454
ENT0249,North,Small,521.57,396.73,108.15,0.45,28.0,0.9,0.38,0.06,109.77,62.63,2,Q3,124.84000000000005,Low,4.854479908357011,Canal,5.276838667517818
ENT0250,East,Small,238.94,408.46,120.1,0.86,21.5,183.6,0.46,0.83,113.85,61.77,4,Q1,-169.51999999999998,Medium,4.41203782186944,Drip,5.768779181689493
ENT0251,South,Medium,429.89,407.23,266.63,0.23,29.7,285.8,0.61,0.12,92.3,55.03,1,Q3,22.659999999999968,Medium,9.193346804192883,Rainfed,3.6118241438301215
ENT0252,North,Small,450.52,443.75,157.42,1.24,19.6,77.1,0.91,0.22,125.68,61.83,4,Q4,6.769999999999982,High,2.540390914407701,Canal,6.235698438780908
ENT0253,West,Small,533.07,593.76,260.08,1.93,22.9,244.9,0.25,0.65,116.16,45.32,4,Q3,-60.68999999999994,High,4.404546686067428,Rainfed,5.262058564346326
ENT0254,North,Large,350.56,340.46,188.03,0.19,29.0,136.6,0.45,0.75,78.22,56.96,4,Q4,10.100000000000025,Medium,42.44216229399676,Drip,3.107949555713377
ENT0255,North,Medium,368.07,438.12,178.07,1.35,32.5,192.9,0.31,0.69,83.97,37.21,3,Q3,-70.05000000000001,High,5.07353044554427,Canal,4.034945825872584
ENT0256,East,Small,673.54,530.13,9.29,1.57,29.4,267.3,0.47,0.44,130.4,44.98,1,Q1,143.40999999999997,High,3.2272050498334006,Borewell,2.555876608514766
ENT0257,East,Small,497.98,220.14,83.37,0.5,25.8,231.3,0.7,0.92,62.89,46.07,1,Q3,277.84000000000003,Medium,4.744619096643124,Sprinkler,6.9605288970747905
ENT0258,South,Medium,629.7,426.81,150.62,0.62,25.9,265.4,0.48,0.83,99.48,61.55,2,Q1,202.89000000000004,Medium,5.384008773263446,Rainfed,6.6863484156285224
ENT0259,West,Large,418.73,231.96,176.2,0.48,21.5,2.9,0.83,0.66,142.0,47.91,2,Q1,186.77,Medium,38.763089849823444,Rainfed,7.5099404714657805
ENT0260,East,Medium,491.83,618.56,189.13,0.67,24.2,56.2,0.55,0.44,121.49,59.52,3,Q3,-126.72999999999996,Medium,14.790318407916674,Rainfed,4.182019794765573
ENT0261,North,Medium,532.18,452.21,214.87,0.31,16.4,127.0,0.39,0.46,120.51,44.26,2,Q4,79.96999999999997,Medium,9.207365625686169,Rainfed,5.281479415638994
ENT0262,South,Small,762.13,438.71,196.87,0.8,34.3,254.4,0.78,0.18,76.16,57.48,4,Q2,323.42,Medium,4.960215400417053,Drip,3.922439385821989
ENT0263,North,Small,467.36,212.66,254.57,0.8,37.1,251.5,0.43,0.78,115.91,55.39,3,Q4,254.7,Medium,1.5603360609460961,Drip,4.856174672370598
ENT0264,North,Large,475.06,349.55,88.64,1.63,16.3,55.5,0.52,0.87,130.67,27.93,1,Q3,125.51,High,34.096296254950275,Drip,4.544232381980567
ENT0265,East,Small,664.72,350.02,192.47,1.62,18.8,42.7,0.99,0.83,93.8,60.01,3,Q2,314.70000000000005,High,4.509492287711822,Drip,2.177900930787618
ENT0266,South,Small,443.03,576.65,15.35,1.61,32.8,250.4,0.79,0.55,100.06,44.62,4,Q3,-133.62,High,3.9630744710168178,Canal,4.763200458862077
ENT0267,West,Medium,542.69,472.92,144.06,1.18,22.1,162.4,0.86,0.84,120.25,37.68,4,Q2,69.77000000000004,High,13.643662664559733,Drip,4.288801593954862
ENT0268,West,Small,651.64,234.71,80.41,0.72,32.9,188.0,0.59,0.79,95.68,41.22,3,Q4,416.93,Medium,3.809936335948437,Canal,7.144795086053366
ENT0269,East,Large,413.62,446.95,114.27,0.88,29.8,242.8,0.35,0.83,69.7,44.42,3,Q4,-33.329999999999984,Medium,32.94068238435537,Borewell,4.358902505955986
ENT0270,East,Medium,551.07,249.71,106.4,0.7,24.4,63.5,0.99,0.98,45.47,41.63,3,Q1,301.36,Medium,8.860509356518358,Drip,7.5166055263462725
ENT0271,South,Large,761.83,237.07,18.13,1.21,30.7,40.9,0.24,0.81,106.31,41.17,1,Q1,524.76,Medium,45.11790203056057,Borewell,7.993471265152217
ENT0272,West,Medium,638.2,445.34,139.99,1.88,25.8,257.7,0.87,0.27,89.92,47.53,3,Q3,192.86000000000007,High,11.971662542903504,Drip,6.487550007378989
ENT0273,West,Small,542.74,474.48,298.39,0.64,25.7,33.5,0.91,0.82,44.98,54.3,3,Q3,68.25999999999999,High,4.468289274320415,Borewell,5.587880432737121
ENT0274,West,Medium,466.35,445.88,89.68,0.97,28.6,26.5,0.82,0.38,84.03,61.57,1,Q2,20.470000000000027,Medium,13.629596233130185,Sprinkler,7.061844014368904
ENT0275,North,Medium,409.35,587.96,220.84,1.34,30.0,83.1,0.11,0.52,92.22,66.01,1,Q2,-178.61,High,9.805599408362681,Borewell,3.937773362735021
ENT0276,West,Small,351.77,436.88,164.34,1.7,31.0,95.1,0.85,0.8,90.31,72.15,3,Q1,-85.11000000000001,High,3.0060651787487984,Canal,3.280947299648209
ENT0277,North,Small,726.44,417.01,97.57,0.58,37.8,72.3,0.66,0.32,122.6,53.11,1,Q2,309.43000000000006,Medium,4.193180715867101,Rainfed,6.385203425738586
ENT0278,South,Large,697.32,278.4,26.88,0.63,27.8,222.5,0.68,0.03,113.16,48.51,1,Q1,418.9200000000001,Medium,24.610031044285755,Borewell,6.563765010299658
ENT0279,North,Large,401.43,485.76,64.76,1.78,32.5,292.0,0.79,0.72,97.1,57.19,2,Q1,-84.32999999999998,High,34.11345828011518,Rainfed,7.115352418752491
ENT0280,South,Small,550.65,234.86,234.56,0.25,32.3,59.9,0.49,0.9,74.52,38.57,3,Q2,315.79,Medium,4.183170677744404,Sprinkler,5.706506581281609
ENT0281,West,Small,516.7,602.04,83.71,1.25,29.4,234.6,0.27,0.93,114.12,47.72,1,Q3,-85.33999999999992,High,4.560021367270265,Sprinkler,2.413052015245449
ENT0282,West,Small,677.66,487.08,43.29,1.73,23.4,13.3,0.57,0.8,129.39,53.99,1,Q2,190.58,High,2.351980627406143,Canal,4.4823753359067275
ENT0283,South,Medium,557.42,678.98,99.39,1.85,31.5,35.7,0.11,0.94,134.63,40.64,4,Q3,-121.56000000000006,High,5.54610303213469,Canal,7.131130966435114
ENT0284,East,Medium,496.58,438.93,175.21,0.12,28.2,154.5,0.67,0.82,94.54,59.85,3,Q1,57.64999999999998,Medium,14.718453013254846,Borewell,3.88606954134547
ENT0285,South,Medium,418.75,492.02,211.04,0.8,19.6,299.9,0.48,0.03,111.84,54.7,4,Q1,-73.26999999999998,Medium,10.126152441032,Drip,4.6299895926780135
ENT0286,East,Small,551.13,372.28,116.21,0.59,31.1,284.8,0.5,0.35,87.09,46.27,1,Q3,178.85000000000002,Medium,1.1437690951869683,Sprinkler,5.709404768863406
ENT0287,North,Large,447.77,395.67,149.44,1.18,17.9,33.6,0.19,0.34,83.5,54.05,2,Q1,52.099999999999966,Medium,49.44577358191252,Rainfed,3.851073174410024
ENT0288,North,Small,533.1,294.85,136.48,1.3,29.2,71.9,0.04,0.22,114.46,47.82,2,Q1,238.25,Medium,3.1705785388303065,Drip,3.1111031975996917
ENT0289,North,Medium,488.6,255.23,2.7,2.0,23.2,283.7,0.61,0.8,74.97,32.56,4,Q2,233.37000000000003,High,8.049031243850635,Sprinkler,3.9672523865183056
ENT0290,West,Medium,444.13,418.95,118.68,1.07,26.8,45.2,0.66,0.52,90.31,60.98,3,Q2,25.180000000000007,Medium,6.926763964867003,Borewell,7.326854007505291
ENT0291,North,Small,354.09,395.08,176.2,1.15,19.0,222.8,0.5,0.84,122.96,49.32,1,Q1,-40.99000000000001,High,1.1220009997561977,Sprinkler,2.0857142951106447
ENT0292,East,Small,577.13,292.4,170.98,0.89,22.4,0.3,0.77,0.6,89.98,52.87,1,Q2,284.73,High,1.1493927549968577,Canal,4.570067856352634
ENT0293,North,Medium,506.39,310.13,224.93,0.38,23.4,189.5,0.56,0.59,79.34,56.5,1,Q1,196.26,Medium,12.800480870400435,Rainfed,6.811003864630412
ENT0294,South,Medium,768.11,403.25,201.11,0.68,25.2,148.4,0.85,0.38,139.87,31.83,2,Q1,364.86,Medium,9.716263651952616,Rainfed,7.765912984554427
ENT0295,South,Medium,345.15,290.69,83.04,0.57,23.0,141.3,0.29,0.79,111.29,48.66,4,Q3,54.45999999999998,Medium,7.2748160369354,Canal,7.927376995022161
ENT0296,West,Small,593.79,435.66,76.69,1.62,27.7,248.8,0.24,0.68,67.22,42.84,4,Q2,158.12999999999994,High,3.0889730402192175,Drip,3.627491604615998
ENT0297,South,Medium,487.6,293.79,139.24,1.14,28.4,24.2,0.26,0.34,106.71,63.97,2,Q2,193.81,Medium,8.32729476510379,Canal,7.751921471895588
ENT0298,East,Medium,814.96,425.59,219.89,0.66,23.8,113.2,0.03,0.99,97.59,49.5,2,Q1,389.37000000000006,Medium,14.399243728857089,Rainfed,3.177094866404319
ENT0299,North,Large,582.35,284.93,28.15,1.03,26.2,133.8,0.9,0.46,116.22,48.53,3,Q3,297.42,Medium,38.85341104603276,Borewell,6.729584689992782
ENT0300,West,Small,548.7,285.35,284.5,0.52,28.7,37.2,1.0,0.32,110.05,45.87,4,Q4,263.35,Medium,1.341389859975072,Drip,6.213730173168065
ENT0301,North,Large,487.98,163.78,162.95,0.45,14.8,25.7,0.82,0.69,99.12,65.67,4,Q2,324.20000000000005,Medium,38.417800590179915,Sprinkler,4.247609287930762
ENT0302,North,Large,394.53,383.97,91.92,1.73,28.2,53.9,0.41,0.22,105.29,42.82,1,Q4,10.559999999999944,High,47.981707322726294,Borewell,4.9203484709056315
ENT0303,East,Medium,546.71,545.41,208.02,1.9,22.8,72.3,0.35,0.83,106.36,39.8,1,Q2,1.3000000000000682,High,13.911400917935094,Drip,3.0607242481610575
